text,language,predictions
@user 然后不用和业务员废话，要单子； 用途直接填“个人捐助”； 通不过就写“领事签证费预付”。,Chinese,2.71596
"@user @user Perché, le squadracce non facevano lo stesso? Per loro sarà un onore, immagino, esservi paragonati...ste bestie👹👹👹",Italian,2.520155
"Sinto me lisonjeado, é uma honra @user",Portuguese,2.3309429
प्रश्न- भारत के लोग अपना नाम विदेशी भाषा अंग्रेजी में क्यों लिखते हैं? जवाब 💬...✍️जरूर दें +#रीट्वीट 👈,Hindi,2.7817442
"तुम बोसडी के, आपस में पहले तय कियूं नहीं कर लेते की टॉपअप है या टैरिफ @RahulGandhi @rssurjewala ? http",Hindi,2.663352
@user 全部1,Chinese,2.6416965
@user الله الله,Portuguese,2.6183789
Incroyable comment un seul pays a pu nous détruire et renforcer comme ça hein,French,2.488076
E segue focando,Portuguese,2.417238
@user @user Niggas didn’t say they was chilling till we was deep in the convo stop trying make this fit your right,English,2.6191204
Yall really STILL fighting over your fav girl groups in my mentions... this is why we cant have anything nice.,English,2.7594411
"@user Oei, bijna",Dutch,2.5131707
@user Este ya lo había visto en versión México o sea la versión buena,Spanish,2.380976
@user 我下午三點就想睡了,Chinese,2.7303078
질병코드가 중요한가?...당연하고 쓸데없는 말을 또 했나,Korean,2.595572
"@user @user @NWRailways @user लोहारू,झूंझुनू और सीकर वासियों को लोहारू जयपुर पैसेंजर ट्रेन कब मिलेगी???",Hindi,2.6370924
난 그냥 개 어린시절 저장용 폰이 있는데 가끔 켜서 귀 서는 과정 보면 행복해짐. http,Korean,2.6775382
@BJP4Delhi कभी गुजरात मे भी आया करो यहा जान नही सीधे स्मशान पहुच जाते है लोग,Hindi,2.7735405
donc ça vous fait rire de partager la vidéo d’un meurtre bah putain,French,2.4989958
"@user Oh wow 😍😍😍💜💜💜 Jimin, the artist that inspires artists ✨✨✨",English,2.8377724
Hj rendeu um chamego do meu bem 💏,Portuguese,2.632461
🍏 Fotografías inéditas detrás de las cámaras de Star War y de otros 8 clásicos del cine... http,Spanish,2.2690353
"todo estuvo increíble, los 8 se súper lucieron 💗💘",Spanish,2.7429216
"@user Mi prenoto, a questi prezzi e' quasi regalato",Italian,2.4202845
시엘아인 그 뒤 시엘이 전투집중 안 하고 아인 만 봐 다칠뻔하자 아인은 걍 원상복구했다고한다 노전아인 초기컨셉 중 무지막지 아름다운거 있어서 그리고싶었삼...진짜 걍 여자애라서 계속보게됨...8ㅅ8 http,Korean,2.560517
"Saudades de quando eu passava a maior parte do tempo no PC, nessa época eu não me decepcionada.",Portuguese,2.6221883
我莎和她七哥的两小时直播我看了两遍，话说这是我看过的最好的一次直播，我评价好坏的标准很简单，就是俩字【真实】，这次直播所表现出来的真实甚至超过了老盲子操娘脱口秀的真实，老盲子的真实是表面的，用造作的装逼掩饰无逼可装的造作的造作的真实，而我莎和她七哥的真实是由表及里的真的真实。,Chinese,2.7927325
@user Pasa las rutinas,Spanish,2.5091052
les flashbacks d’il y a un an sur snap ils font trop mal,French,2.4781246
اطلالة على وادي شهدان باتجاه الكدمي في منطقة #جازان #تصويري #هروب_سحر_الجنوب٢ @user @user http,Arabic,2.349505
"@user Lo peor es la gente que normaliza la homofobia, pero dicen que no son homófobos. Las hay, es una locura.",Spanish,2.419264
"@user No culpemos a las sustancias, por favor. Los periqueros son personas.",Spanish,2.5290658
@user @user @user @user @user @user @user 🤔,Chinese,2.7426114
#joebiden just won #Michigan lol 😂#2020Primaries http,English,2.3527496
陣内！！！！！！,Chinese,2.4603524
@user Sono molto pericolosi preparano la venuta del falso messia soggiogare le persone a livello mentale,Italian,2.3894367
@user Sempre insieme😊 Grazie Giuseppe🤗🍀,Italian,2.9261448
. @BTS_twt per sempre,Italian,2.9894538
사생 좆같노.....하...빙신년들,Korean,2.5412207
@user @user le soir je vais couper mes réseaux pendant 4h et je vais faire mes exos de yoga/stretching.,French,2.4951088
जुर्म में हम कमी करें भी तो क्यूँ तुम सज़ा भी तो कम नहीं करते ~जौन एलिया,Hindi,2.8499393
@RahulGandhi राहुल गांधी जी को 2019 में प्रधानमंत्री के रूप में देखना चाहती हूँ । . . आप लोग ....?????? #HarDilMeiRahul,Hindi,2.8588426
@user @anjanaomkashyap अब तो ए सम्बन्ध स्वीकार करना चाहिए अंजना जी को। 🤣😂😂😂😂,Hindi,2.6322055
"Ho smesso di respirare, sono stupendi http",Italian,2.593418
뮨진 매니저가 남편이엇서..? ㅗㅜㅑ...,Korean,2.6243181
@user Ik ga jou straks op snap sturen,Dutch,2.9858844
💣 Los 15 lugares más hermosos del mundo... http,Spanish,2.6534312
카드사 포인트가 캐시백 된다기에 얼씨구나 하면서 신청했더니 십마넌이나 들어와써. 카드를 얼마나 써댔으면 그 돈을 공짜로 주냐.. 싶어서 뭔가 좋으면서 복잡한 기분이다. http,Korean,2.6084034
"@user Maior verdade, mds",Portuguese,2.42254
@user Did Pat or Rick say this,English,2.6727903
रामनवमी के पावन पर्व पर समस्त देशवासियों को हार्दिक शुभकामनाएँ। जय श्रीराम,Hindi,2.5582128
a única coisa q eu queria agora era dar um colo pra pessoa q eu gosto e fazer um cafuné,Portuguese,2.7307138
To destruída,Portuguese,2.3689015
وآن كنت تقرأ ف أنا أشتقت إليك حقآ…… 😢😔 http,Arabic,2.7245603
Mi mamá hizo ñoquis pero para mi me hizo fideos 🥰,Spanish,2.4319406
प्यार मोहब्बत ! विवाह से पहले आर्ट विवाह के बाद कामर्स और बच्चों के बाद हिस्ट्री.... समझ ना आए ऐसी है मिस्ट्री....,Hindi,2.723459
@user 11 -&gt; geen tattoo en nooit een bot gebroken,Dutch,2.8421612
नीतीश काका ध्यान देबै। #MithilaCalling,Hindi,2.545009
Como una herida en el corazón que no me duele... me gusta como eres💕🎤,Spanish,2.6404245
@user 膜拜一下,Chinese,2.616413
@user ฅ(&gt;ω&lt;ฅ)ﾆｬﾝ♪☆*。,Chinese,2.7425969
@user 아 웨요 뭐요 웨요 흥흥,Korean,2.4451003
@user Infatti..guarda tu in che mani finiscono..ci mancava pure li dessimo a sto Lucano🤬,Italian,2.439537
"Het weer van 23-08-2019 om 14:29: Temperatuur: 27,1 °C Luchtvochtigheid: 41% Luchtdruk: 1.017,3 hPa Wind: 1,1 km/h ZW Neerslag: 0,0 mm",Dutch,3.0216773
@user 휴 다행 아니면 총살할뻔,Korean,2.5347846
Eu esperando chegar Amanhã.... http,Portuguese,2.4353116
@user @user هو رجم الي تمشي ماهي الي تصور ههه,Arabic,2.401289
10 दिन में कांग्रेस में महासचिवों और प्रदेश अध्यक्षों पर लिया जा सकता है एक्शन http http,Hindi,2.7963243
@user @user quer ver eu cair,Portuguese,2.3421414
泷泽萝拉无码版。 高清完整版视频，免费观看：https://t.co/LuIXAEKHmL（点击后，右上角浏览器打开） http,Chinese,2.7010305
@user @user @user 那个好像不是儿化音，反正我这边是读成四个字不是三个字…！|˛˙꒳​˙),Chinese,2.778519
@user J'ai rougi en voyant la vidéo tellement ça m'a rendue contente et olala,French,2.4550858
"@user Ja, kan ik mij voorstellen. Ik heb het scherm hier ook niet zichtbaar voor de hond anders had hij mij vast gebeten.",Dutch,2.9607766
यदी थोड़ा भी जमीर बचा हो तो दीपिका पादुकोण के मूवी का बहिष्कार करो जेएनयू मे देशद्रोही कन्हैया के साथ आजादी मांग रही है #boycottchhapaak,Hindi,2.4631696
@user 호텔이 프랜차이즌가..그때 찍은 사진이 없네요...완전똑같은데ㅠㅠㅠ,Korean,2.7228222
J’ai les yeux qui brulent,French,2.6112244
mon deuxième compte @user (je supprime ce tweet dans pas long),French,2.7239938
@user 朝鲜恨之入骨要求美朝会谈换人，川普没搭理，结果朝鲜换人了。🤣这种愚蠢的表露根本不如大清的反间计搞死袁崇焕。蠢就一个字，一边用一次。🤣,Chinese,2.6871457
@user aí sei lá não sei direito explicar só to meio bleh,Portuguese,2.6268637
Allanamientos en Ecuador por supuesto aporte de Odebrecht a campaña de Correa | El Diario Ecuador http,Spanish,2.4015288
Algoo faltando em minha vidaa🤔 acho que é um lovin🤔💔💁🏽‍♀️,Portuguese,2.6270006
« Vous torchez le S2 et vous me torchez ces rattrapges au mois d’août » ok 🤐,French,2.324851
@repubblica Ma andate a cagare tutti insieme.....,Italian,2.4419777
@user A bij,Dutch,2.395767
GOT dans 4 jours,French,2.7859538
Mãe vai comer meu cú,Portuguese,2.4063163
@user hai la lava al posto della materia grigia,Italian,2.6301935
"@user @user A la mezcla original siempre les ponía avena entera, pero ahora compre otra diferente y pues algo me fallo. 🤷🏻‍♀️",Spanish,2.5503757
不会有人觉得我用vpn要花钱吧😅,Chinese,2.7576983
@user 네 공듀님,Korean,2.6633575
Adicto a ella como Jordan a ganar,Spanish,2.4983819
@user qje hiba a comer sushi con mi crusj y llegaba la novia jajsjjajajajjaj,Spanish,2.6108756
@user اللهم صلِ وسلم على سيدنا محمد💛💛,Arabic,2.6637337
heartstopper is going to be sad as hell i don't WANT THAT,English,2.9436483
@hf_dreamcatcher potreste farvi tutte nere già che ci siete scusate,Italian,2.5884683
@user @telegraaf Sorry maar vind het gewoon geen gezicht,Dutch,2.5307493
@user Sbaglio o faceva freddo?,Italian,2.5141964
chocada q a musiquinha antes do stream do brendon não é me! kkkkkkkkk,Portuguese,2.350152
@user A vida tem dessas,Portuguese,2.5364661
आडवाणी जी को भी एक ब्लॉग लिखने में 5 साल लग गए। समझिए #LokSabhaElections2019,Hindi,2.8359077
@user @user Ke deliciosas nalgotas tienes,Spanish,2.5063274
"Ya vendrán tiempos mejoresss , no llores 🎶🎶🎶🎶🎶🎶",Spanish,2.7257512
@user @user @iingwen 繁体字是你们台湾人发明的吗？繁体简体都是汉语，你们能发明自己的文字语言吗？你们不过是井里面的青蛙而已，真以为自己很了不起吗？没见过世面的loser,Chinese,2.6520963
No es de mala pero hay muchxs embarazados 😥😱😱,Spanish,2.632305
Qualcuno ha trovato la password? #MercuryAscending,Italian,2.5937312
#वाराणसी: अब ‘चकाचक’ दिखने लगा बनारस का कंट्रोल रुम @varanasipolice @Uppolice http,Hindi,2.6660233
ديل جديد رتويت ومجهوله تتكلم عنك وهبعتها dm,Arabic,2.7516263
@user Ik,Dutch,2.5559561
"@user Obrigada André, são elegantes sim",Portuguese,2.3273149
@user @ADPoliceHQ ؟ انا اقولك اياها الميناوي بينطرد,Arabic,2.3598647
@user @user 就是模仿性的摆拍而已,Chinese,2.6939971
Never forget 74 💔 UA07 #RIP_AlAhly_Victims,English,2.613926
"Si hablamos de comidas rápidas en Bogotá, las hamburguesas son las mejores indiscutiblemente.",Spanish,2.4949028
@user Et c'est moi le bourgeois................,French,2.6593983
"Hoy juega colon ya me voy poniendo de la cabeza, mentira tengo que trabajar y cursar",Spanish,2.518737
@user Gracias compadre,Spanish,2.4478219
@user Sorry to hear this. Was the letter for me?,English,2.598121
"""Le Iene contro Selvaggia Lucarelli, lei replica: «Siete il punto più basso del giornalismo»"" AH, MA NON È LERCIO. http",Italian,2.572063
o seu perfil foi visto por 8 pessoas nas últimas 12 horas http,Portuguese,2.9446223
"Estou fazendo 52.90 no Cartola, ainda falta 5 jogadores e 1 técnico.",Portuguese,2.6106932
@user @ImRameshwor हस शुभ पल 😍,Hindi,2.6172984
"@user Eu não conheço a primeira, irei pesquisar, mas a segunda eu gosto bastante! Já escutou Shout Out to my Ex?",Portuguese,2.487813
예전에 티셔츠 갖고 소동 있을때 진짜 억울하게 불똥맞고 해고되신 분 계셨는데 얼마 전에 다른 계정으로 다른 곳에서 잘 계시다는거 보고 안심했다,Korean,2.6607275
@user 아 석님~ 인장이 해주는 것 같아요 귀여워ㅠ,Korean,2.7796593
@user वाह,Hindi,2.781312
@user ?? Je vois pas ton tweet 😢🥺,French,2.941557
@user @user Même dans ton sommeil t'es un ouf,French,2.968884
Il m'a toujours semblé que la musique ne devrait être que du silence. Marguerite Yourcenar http #Citation,French,2.559359
"@user आप स्वस्थ रहें, मस्त रहे ईस्वर से दुआ है हमेशा खुश रहे",Hindi,2.7138107
@AndreaOrlandosp Invece Conte che con un DPCM ha chiuso il paese non ha di fatto preso i pieni poteri senza passare dal Parlamento vè?,Italian,2.400661
"Se quejan de que los globos de los Reyes magos matan a las aves, pero ustedes no dejan de tener hijos a lo pendejo. ¡Putos inconscientes!",Spanish,2.5884862
@user @user @user @user Merci de laisser ton vote 😉,French,2.6609964
@user Het gewone ritme.. 😉😃,Dutch,2.8705518
@user normal normal amar eles é tão AAAAAAA pqp tô mt soft,Portuguese,2.6881292
"oh yikes, someones reading through my tsuna thread its so convoluted at a certain point that it makes me cringe smh",English,2.7525792
@user @user Krijg wel een hoog final destination 2 gevoel als ik dat zo zie. http,Dutch,2.775674
Twitter的翻译也有微妙的地方吧。,Chinese,2.6122932
"@News18India 3 मिनट का परीक्षण 3 घंटे का भाषण.... अब दूसरों के काम पर ही दे दो, पर वोट दे दो",Hindi,2.5702205
@user @user にゃんちゃんも一緒に走ろ🙋‍♀️🙋‍♀️🙋‍♀️💕,Chinese,2.8246708
바루슈니카 삼각관계를 지켜보며 처음부터 내가 끼어들 자리는 없었던거구나 하는 후부키,Korean,2.6309605
"Meu mal é saber das coisas , ver e ouvir certos tipos de coisas e ficar quieta",Portuguese,2.6655922
@user Tiduurrr,Dutch,2.4307659
gabriela com a sobrancelha feita não quer guerra com ninguém,Portuguese,2.494089
@user 나 일단 여성호르몬 먹는 트젠이란 거 잊지 말라구...? ㅠㅅㅠ,Korean,2.759891
#haiku nonchalant- haar achteloze klasse door kauwgum doorkruist,Dutch,2.662934
"@user O que é, o que é? Não se come, mas é bom para se comer.",Portuguese,2.2386508
"Però parliamo seriamente, a parte tutto sto ambaradam il messaggio è abbastanza forte eh 🤘🏼🤘🏼🤘🏼#Sanremo2020",Italian,2.566717
Bekijk op Google Maps waar ik ben! http,Dutch,2.9357827
@user di amplas,Italian,2.718014
poxa mãe... o CPF eu até entendo http,Portuguese,2.4212599
@user 我支持王局，未必所有观点都正确，但我们需要不同声音！,Chinese,2.4383206
拆了另一包，只有炸蔥頭沒有蔥頭油？？我太久沒吃它改版了嗎？,Chinese,2.6729457
@user até que enfim colocou uma foto 😍😍,Portuguese,2.4402962
@user 우우우우ㅠㅜㅠㅜㅠ작갸ㅠㅜㅜㅠ나 라민이ㅠㅠㅠ계정 잠겼다가 이제야 풀려서 계이햇어ㅠㅠㅠ이쪾으로 팔로주라ㅠㅠ,Korean,2.8010192
@user 呵呵，这是中国干涉韩国内政，操纵韩国选举的实证,Chinese,2.6420977
@transaviaFR Personne pour nous répondre nul,French,2.3918238
"3 magníficos trabajos sobre vasculitis de nuestros reumatólogos españoles, enhorabuena! #Eulareview21 http",Spanish,2.3809075
@user ㅋㅋㅋㅋㅋ 10년을 잊고 살던 걸 하나씩 써먹는데 기분이 요상하더라구요 가물가물 기억나다가도 버전이 달라서 모르겠다 싶고 😢,Korean,2.663402
@user 그래서 나도 걍 보이는 대로 다 블락,Korean,2.8544118
@user @user ton boug en chien entrain de me bâtir une vie là,French,2.6904905
نحن واحد يا عيال #ExoTopSocialArtist #EXO #weareoneEXO,Arabic,2.8837528
@user @user En unas horas vamos a ser unos seres inservibles jajajajaja,Spanish,2.4617047
"@user Signalé par les utilisateurs, système basique sans contrôle, c'est le nombre qui fait la loi",French,2.500646
queria ta recebendo carinho da pessoa que eu gosto,Portuguese,2.609915
"@user N’étant pas fini mes études de psychiatrie, excusez-moi de ne pas distinguer finement ces deux troubles mentaux.",French,2.4465017
Eu de olho e nariz vermelho espirrando perto das pessoas: http,Portuguese,2.359624
재민이 빨리 와주세요 🚚 💨💨 http,Korean,2.6992183
"पूरी दुनिया आज 2020 में ही पहुँची पर हमारी हिन्दू संस्कृति बिक्रम संवत 2076 में जी रही है, गर्व करे हम सबसे आगे है⛳✊ #भगवा_भारत_की_पहचान",Hindi,2.8903704
@FMLNoficial Va a renunciar a la diputación?,Spanish,2.3766954
Geen vergoeding meer voor het spaargeld. Allemaal het gevolg van het hebben van de euro.........#spraakmakers,Dutch,3.0066144
"Ainda bem q minha médica é amanhã, cansada de achar q vou morrer",Portuguese,2.671833
@user @TPOnl Humor zit daar waar je het niet verwacht.,Dutch,2.8718078
(له ملك السماوات والأرض يحيي ويميت وهو على كل شيء قدير) [الحديد:2] http,Arabic,2.5335665
@user Primeiro: meu sknho Segundo: li serumaninho,Portuguese,2.5361254
@user 저두 물렁함이 완전 슬라임 수준이에요!! 메이님 누추한 곳 까지 와주셔서 너무 감사해요ㅠㅠㅠ🤦‍♀️❤️❤️,Korean,2.6707487
15th Internantional Conference on Endocrinology Diabetes and Metabolism in March 2021 http,English,2.562135
@akhbar ميسي محمد صلاح ماخذ اكثر من حجمه وهو لعب عادي,Arabic,2.4698176
@user @user Oui pour pas tomber 😂,French,2.6941576
Tengo hambre,Spanish,2.4846559
밥 먹고 썰 풀어야지,Korean,2.6486695
為什麼可以這麼好笑,Chinese,2.6489508
@user 더 쎄게...,Korean,2.8171473
@user 前100真的不同世界好可怕,Chinese,2.6639605
찍은지가 언젠데 참빨리도 올려준다,Korean,2.530952
@user oui largement,French,2.7201948
#NoSmokingDay इस तरह से नशे पर पूर्ण विराम लगेगा 👇 #GodMorningWednesday Saint Rampal Ji http,Hindi,2.6987786
@user Hay mándame un chin 🤤,Spanish,2.5983326
@user @user o pior filme que já vi em minha vida sim,Portuguese,2.7079768
@user Pronto no vamos a tener país donde hacerko,Spanish,2.553057
"Sommige mensen doen echt te graaf met het geld van de mama en de papa, your disilussion wil follow",Dutch,2.8691707
@user Beaucoup de messages de solidarité aussi sur le groupe Facebook des Stylos rouges ...,French,2.411979
"quem não beijou ngm esse ano, cola isso no seu mural quem curtir acha que vc tá mentindo ou quer beijar vc, vc nunca irá sabe qual é 💏💏💏",Portuguese,2.4988616
¡Ya vi Toy Story 🤠!,Spanish,2.6217976
@user @JYPETWICE Show @JYPETWICE #TWICE #트와이스,Korean,3.3429544
@user 나도 안돼...ㅠㅠㅠㅠ 얼마 안남앗는데..,Korean,2.7470207
Me tienes mareado🤯,Spanish,2.6775987
Iniciei uma atividade ao vivo com #Runtastic. Siga-me e torça por mim!: http #runtastic #Android,Portuguese,2.666479
@user सुप्रभात भाई जी,Hindi,2.5995283
"상사에 대처하는 어쩌구 세종으로 보고 싶다 둘 다 애인 따로 있는데 업무가 극헬이라 헤어질 위기... 어쩌다 처지 비슷하단 거 알게 된 둘, 자유를 얻기 위해 상사 엮어주다가 둘이서 눈 맞아버려 ㅋㅋ",Korean,2.531496
"Starting 2020 with anxiety. Great, just great 👍🏻",English,2.558397
@user 一緒だ！！,Chinese,2.8252437
op,Dutch,2.4756696
@vijaypathakbjp @narendramodi @AmitShah @BJP4India @BJP4UP @JPNadda @shivprakashbjp मोदी जी हैं तो सब कुछ मुमकिन है http,Hindi,2.745128
Le duo Jordan+ pantalon cargo chez un mec c'est incroyable🤯,French,2.3918736
@user @user como sempre amém,Portuguese,2.431684
#يوم_الجمعه اللهم صل وسلم ع سيدنا وحبيبنا محمد عليه أفضل الصلوات واتم التسليم🌼,Arabic,2.4944534
@user صح السانك,Arabic,2.553333
कांगड़ा संसदीय क्षेत्र से भाजपा प्रत्याशी किशन कपूर ने कांगड़ा में अपना नामांकन पत्र दाखिल किया। http,Hindi,2.6205587
Pronto @user me pediu em namoro e me arrumou um emprego Lá vai eu atrás de sapatona mudar de estado de novo,Portuguese,2.4989302
@user Ik I saw it we-,Dutch,2.7483857
ليس للحياة قيمة إلا إذا وجدنا فيها شيئاً نناضل من أجله.,Arabic,2.4891963
"@user Ah yeah, the inevitable “think positive”. Good intentions but nah. http",English,2.4054627
Ik had mijn luxueuze appartementencomplex Omlette du Fromage genoemd.,Dutch,2.4159026
Con passare gli esami #RedBull http,Italian,2.531362
@SwetaSinghAT रोज़गार का वादा करने वालों ने रोज़गार दिया नहीं। अब जनता भत्ते वालों से आस लगा रही है।,Hindi,2.6308722
ولاية نيجرسي الأمريكية أيش رأيكم من المخطي ؟؟؟ http,Arabic,2.4830832
@user As pintinha na orelha 🥺,Portuguese,2.291607
#가평만남 #가평채팅 #가평클럽 ☎카툭 A G 6 6 5☎ 💍비아그라제공! 🎩20대여대생 항시대기!! 🍄모든코스 수위/횟수 무제한 #가평번개팅 #가평소개팅 #가평데이트 #가평채팅방,Korean,2.6922534
#정국_여돌얼평_사과해 연검정화 하지말거 사과하라구!! 우리 죙국이 솨랑훼 하면 바뀌냐고,Korean,2.4276445
@user Todas me encantaron pero la que más me gusto fue la 4,Spanish,2.4311228
"@user thank you! I like your songs, their concepts are very well thought of!",English,2.782066
3 people followed me today tracked by http,English,2.4775255
MA È IL COMPLEANNO DEL MIO AMORE,Italian,2.6216764
اللهم إرزقني خشيتك في السر والعلن وإغفر لي وإرحمني وإجعل قبري روضة من رياض الجنة http,Arabic,2.5535297
http 피어싱 빼는 게 어디있냐고 물어보시면 여기있어요,Korean,2.6106846
non noto alcun miglioramento con questa dieta e voglio del sushi,Italian,2.4420018
@user @user O o f,Portuguese,2.5644994
Soy fácil de convencer pero amo que me rueguen,Spanish,2.4783795
ん~,Chinese,3.034422
"@user Sono riuscito, a fatica, a risalire a 4 giorni, ma con quella al lampone non arrivo a 2",Italian,2.5297863
Pues si me awito pero ni que hacerle ya veda,Spanish,2.433762
@user Chirurgie esthétique opir (mm si g jms vu une chirurgie qui dépassait les traits naturels jusqu'à mtn),French,2.4545577
@user वो तो सिर्फ चुनावी जुमला था,Hindi,2.6344435
@user 叫，小蓝视频，GTV等多种GV视频软件破解版，还有各种男男直播软件破解板,Chinese,2.8105588
"Dê valor pra quem está ao seu lado e faz de tudo para te ver bem. Porque pra te iludir tem muitos, mas pra te fazer feliz, tem poucos!",Portuguese,2.5435665
Só eu que não fui pra esse batan folia ?,Portuguese,2.5756443
@user #CountDownToParentsWorshipDay एक ऐसा पर्व जो माता पिता के प्रति अपने भाव को प्रकटाने का अवसर प्रदान करता है ।,Hindi,2.6772356
@user 北海道ぉぉぉぉぉ,Chinese,3.249473
@PeterRdeV het wordt tijd voor een blonderingsverbod,Dutch,2.6706789
تزعل لو احد نشب لك بكل منشن ؟ — ابدًا http,Arabic,2.680648
"@user 으아아아ㅏ,,, 괜찮아? 많이 아파?",Korean,2.7453406
#UPCM श्री @myogiadityanath जी ने दिनांक 2 जनवरी 2019 को राजभवन में माननीय राज्यपाल श्री राम नाईक जी से भेंट की। http,Hindi,2.743077
@user 被写体が良いと更に！！,Chinese,2.4343817
@user 🤣🤣🤣🤣Top lieverd ..je doet het goed🤣🤣🤣🤣,Dutch,2.9049542
é cansativa a vida do crente,Portuguese,2.564036
"@user ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저도 이거 회이트있어요 화이트 너무 이쁜데,,.....키보드랑 부딧치면 기스나 많아 나더라고요",Korean,2.6522138
"gente que entrevista é essa e ngn ta falando, eles estavam no brasil ainda http",Portuguese,2.385723
Você se lembra quando começou a fazer parte do Twitter? Eu me lembro! #MeuAniversárioDoTwitter http,Portuguese,2.5794716
Esse vídeo tá guardado no meu coração mas eu também quero ficar ele. Heechul 😍 http,Portuguese,2.4873238
"@user @user Merci, c'est bon ça se calme là... Demain c'est la rentrée, ils sont au dodo les gamins frustrés 😂",French,2.4234126
@user @user 这也太高产了吧，每天都在发骚,Chinese,2.583124
"Isn't our life our biggest project? Okay fine then, why don't we design it",English,2.4982162
"भगवान राम स्वयं आकर यदि भाजपा से ये पूंछ ले कि अयोध्या में मंदिर क्यों नहीं बनाया,तो अंन्धभक्त उन्हे भी देशद्रोही बना देंगे! #नोटा",Hindi,2.6829717
@user Kruis and Launchbury v that French pack makes a bit of sense. Lawes absolute epitome of an impact player,English,2.5927317
"Deus proteja todos aqueles que em ti confia. Bom dia na paz, terça feira abençoada pra nós. ❤🙏",Portuguese,2.3055656
@user 기현시 1분전!!,Korean,2.4412487
@user बहुत सुंदर,Hindi,2.6861296
지혜 언니! 언니! 뒤쪽!,Korean,2.573414
"@user @user y eso que vos pensas en el gasto real, si les sumas el sobreprecio que seguro hubo/hay te queres matar",Spanish,2.4030828
專收壞學生、處罰寫「自己很棒」 她把放牛班孩子通通送進大學 - 今周刊 http,Chinese,2.661829
اللهم إني أسألك بأني أشهد أنك الله لا إله إلا أنت الأحد الصمد الذي لم يلد ولم يولد ولم يكن له كفواً أحد http,Arabic,2.6038716
"@user Sai do meu pé, ou",Portuguese,2.4745617
@RabriDeviRJD ऐसा कौन बताया मनोज झा बोला होगा उसकी बातों में मत आओ वह पूरा बुड़बक है ।,Hindi,2.7002168
[#원호] 400일 같이해줘서 고마워! 알지? 말안해도 넌 어때 난좋은데?? 하트 🐻🐰🐶🐹🐢🐕🍯 오래오래 #몬스타엑스400일 #400dayswithMONSTAX http,Korean,2.8096802
@user 神回啊,Chinese,2.668819
mainha as vezes passa muito dos limites e deixa bastante escancarado os sentimentos dela 👌👌,Portuguese,2.6228306
@user صباح كادي,Arabic,2.5699756
eles estão em um fase do jogo que não pra ter pena de indicar ninguém não. só acho,Portuguese,2.4396706
쿠로오랑 아리사😊😊😊 마마무 케이윌 썸남썸녀듣다가 생각나서 그렷다 쿠로오가 다크초콜릿 아리사가 페퍼민트 둘이 합쳐서 민트초코 프라푸치노 웅얼중얼 http,Korean,2.5788314
Randy Newman is ook wel leuk trouwens.,Dutch,2.5784168
O cara do filme “A Culpa É Das Estrelas” ouvindo *Quando a Vontade Bater* lá no instagram! É hit dos hit,Portuguese,2.3171604
@user Isso serve para Serra tbm? Que que vou ligar AGORAA,Portuguese,2.3861618
@user جميل جدا شكرا,Arabic,2.7529197
Banda criminal «Los Magos del Misti» acumuló 2 millones con bienes robados http #elbuho #Arequipa http,Spanish,2.610754
De ahora en adelante llámenme Tesorera de Mi Condado 🤣🤣,Spanish,2.4958093
Non pensate che i capelli di csaba della zorza siano osceni?,Italian,2.5240762
@user اسأل الله العظيم ان يشفيه,Arabic,2.561955
@user लेकिन उम्मीद पर ही दुनिया कायम है।,Hindi,2.597739
"@user In New York lukt het ook (Bryant park), dus waarom niet in Den Bosch....",Dutch,2.791981
@user Ma sono mesi che ho lo stesso pv,Italian,2.9423168
That means youre gay,English,2.6881614
@user @user Aok febbb,Italian,2.539374
"@user @user 🤣🤣🤣 Huuuyyy eso es mucho #Mari.. #Guacala, no le haría nada!!!",Spanish,2.6009877
"नेहरु, जिन्नाह, गाँधी व अन्यों में मात्र सावरकर ही ऐसे थे जिन्होंने वकील के लइसेंस हेतु ब्रिटिश राजा से वफ़ादारी की सौगंध नहीं ली थी..",Hindi,2.5478334
우앙 펲님 달려가셨나바,Korean,2.5498445
बिहारीपुर गांव में शुरू हुआ गली निर्माण का कार्य आरम्भ भाई @ipathak25 और ग्राम वासियों ने किया उद्घाटन http,Hindi,2.541824
Tirei 70% cacura! é verdade http,Portuguese,2.565458
@user كيف؟,Arabic,2.551838
आप जिधर से भी निकलो दिल्ली मे केजरीवाल का विकास नालियों से निकलकर सडकों पर बहता मिल जाऐगा😂 वोट की चोट दिल्ली को भारी पडी है👍,Hindi,2.714556
빻취이고 비엘 파는 후조오타쿠로서 벗어날 수 없는 빻음이 분명히 있겠지만 소위 말하는 삽입권력을 모에요소로 소비하거나 창작하고 싶지는 않았는데 답습하고 있다고 생각했음,Korean,2.4547668
@user 这亚子可以了嘛哥哥 http,Chinese,2.4191377
@user merci toi et moi c sur on va bien s'entendre,French,2.4718595
"@user @user @user Benieuwd wat jullie tegen overlast van Illegaal vuurwerk gaan doen, succes!",Dutch,2.7675877
"@user 웅 2년쯤,,, 얼마 안된거같은데 벌써 2년,,,,,",Korean,2.7029457
"@user « C’est pas la Russie , c’est les Ukrainiens ! Source: les russes . »",French,2.8113675
