,text,language,predictions
5155,Ours en gélatine imbibés d'alcool: Haribo en Justice contre une start-up espagnole http,French,1.0
5156,@user بيرثدي ذا؟,Arabic,1.0
5157,@user اي 😂😂😂😂,Arabic,1.0
5158,@user 哈哈哈這種隨緣啊啊啊,Chinese,2.694430112838745
5159,nayeon went to hang with momo at her house............its good............glad they are chillen............,English,1.0
5160,Quelle soirée,French,1.0
5161,@user जल्द से जल्द जाँच कर के इन को कड़ी से कड़ी सजा देनी चाहिए,Hindi,1.0
5162,공부 시발 안해 좆같은거 뭔가 내일 또 붕대 감고 다닐 삘인데,Korean,1.0
5163,@user 何❓変態‼️,Chinese,3.76047682762146
5164,@user RSS देशभक्त संगठन है।मुस्लिम आतंकवादियों की जानकारी लीजिए जो सैकड़ो निर्दोष लोगों की हत्या कर देते हैं।,Hindi,1.0
5165,ادعولي اعدي فماده بكره والنبي:(,Arabic,4.809886455535889
5166,"💕किन लफ्जों में लिखूँ मैं अपने इंतज़ार को तुम्हें,, बेजुबां है #इश्क़ मेरा ढूँढता है #खामोशी से तुझे.. 💕💕 http",Hindi,5.0
5167,아니 진짴ㅋㅋㅋㅋㅋㅋㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 서면은 그래 인정한다 이쪽 술집 많아서 그렇다 치자 번개 모으면 잘모임....서면,Korean,1.0
5168,El periodista se mantiene refugiado en las instalaciones de Radio Globo http,Spanish,1.0
5169,"Eu tô me tremendo todinha, vou ter um coiso",Portuguese,3.4058077335357666
5170,@user t'as pas mis tout tes points en défense?,French,1.0
5171,Wsh demain je commence par histoire 😔🔫,French,1.9020938873291016
5172,Bonne année @user 🖤💕,French,2.97080659866333
5173,@user Penso che i grafici della mediaset facciamo abbastanza pena con Photoshop 💀💀,Italian,1.0
5174,ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين http,Arabic,1.0
5175,Si todo va bien esta tarde haré mi primera crónica para @user Os contaré el Girona-Málaga. 🔵⚪,Spanish,1.0
5176,Pleit het Mueller-rapport Trump werkelijk vrij? http via @user,Dutch,1.0
5177,"화이트데이 새 기사!!🥰 9월 2일 크랭크인! 찬희야 화이팅♥️ @SF9official #찬희 국제뉴스 모바일 사이트, 찬희x박유나 이번엔 영화 '화이트데이' 캐스팅 확정! 9월 크랭크인 http",Korean,1.0
5178,@user @user olha um rato,Portuguese,1.0
5179,すみぺ、エロスギィ！！！！！,Chinese,2.0799400806427
5180,"Parece criança, não aceita tá errada nunca",Portuguese,3.346322774887085
5181,저 포르테랑 피아노는 여러분이 생각하시는 그 포르테와 그 피아노입니다,Korean,1.0
5182,ぎゃわいい！！！！,Chinese,1.0
5183,"@user @user Ah, ok, als ""zelfs"" #DeStandaard het ontkent, zal het zeker niet waar zijn 😂",Dutch,1.0
5184,"« L'hôpital arrive à un point de rupture », signale Rémi Salomon http",French,1.0
5185,@user @user Obviooo,Dutch,1.0
5186,@user 李老神童总是在第一时间反击一切抹黑习主席的言论，,Chinese,1.0
5187,@VOAChinese 我日你个血妈。心情十分不爽，好像把你们台湾人的祖宗都从坟里骂出来。艹,Chinese,1.0
5188,@user Heeft den bleri geen rijbewijs?,Dutch,1.0
5189,"@user Sim sim, o que é quis dizer é tipo “ o que elas têm na cabeça?”. Mds elas não dão espaço pra eles.",Portuguese,1.0
5190,@Rekhta जो नही हैं उसका गंम तो हैं ... लेकीन... जो आस-पास हैं वो भी क़म नही #शबनम_ख़ान #FridayThoughts #बज़्म,Hindi,1.0
5191,@VinayDokania वेश्या की औलाद तेरा बाप का निरोध फेल हो गया था लगता है तेरी मां जीबी रोड पर काम करती थी चमचे चमचे ही रहेंगे,Hindi,1.6975882053375244
5192,@News18India @INCIndia आरसीए साबित हुआ है कि राहुल जी का जीवन बहुत खतरे में है इसलिए उसका बॉडीगार्ड पर ध्यान देना बहुत जरूरी है,Hindi,1.0
5193,약국갈때마다 누군가 손세정제를 구매하고있다 집에 하나 비치해둘까....,Korean,1.0
5194,@user 🤝 pas de quoi,French,1.0
5195,"आज आम आदमी पार्टी ऑफिस का नज़ारा, यही है असली भारत और असली लोकतंत्र, कितनी भी कोशश कर लो, तोड़ नहीं पाओगे। http",Hindi,1.0
5196,Can #robinpackalen and #alma collab PLEASE,English,1.0964893102645874
5197,"@user Isso é tudo muito depressed, only happy vibes 2020",Portuguese,1.0
5198,"تـــرى بـــعض الصــور قصه! وكــثــير من الصور ""تـــذكار "" يــغطي هالحزن نصه وباقيـها يشــيـل اسرار..🌹 http",Arabic,2.885110855102539
5199,@user @user @user @user @user @user @user يارب توفيك,Arabic,1.8960301876068115
5200,@LoredanaBerte Spettacolo!!!,Italian,1.0
5201,@user 😃😄 ... Maar dan zeker zo lekker doorgaan. 👍 Ennuuuh het gras.......,Dutch,1.0
5202,우리 미녁이 정말 강아지 수인이 아닐까 가끔 생각해 활발한데 외로움은 또 많이 타서 혼자있으면 쥬잉...언쟤오꺼야 밍여기 얌저니 기다리구읶능데...ㅠ 할거같애...,Korean,5.0
5203,Het is 05:00,Dutch,1.0
5204,"@shalailah @sallymcmanus My father and his mates, North Africa, Sicily and Omaha Beach, Normandy would be disgusted.",English,1.390255093574524
5205,@user Minirsto ma che fa? Credovo di essere l'unuca,Italian,1.0
5206,@user Only fools sale at this point! #dogearmy,English,1.0
5207,is that a spork in your pocket or are you excited to see me?,English,2.9413001537323
5208,Je suis trop fatiguée mais je sais que ce n’est plus physique à ce stade,French,3.6234211921691895
5209,@user امين يارب وياك,Arabic,1.8485825061798096
5210,@user @user لا حول ولا قوه الا بالله. الان اصبح حلم كل شاب وشابه بالزواج الى مقبره.,Arabic,1.0
5211,Just the one unfollower today found tracked by http,English,1.0
5212,睡眠薬！！！！！！！！！！！！ #peing #質問箱 http,Chinese,1.0
5213,@user (어차피 쉬는 날이라는 내용),Korean,1.0
5214,@user 欢迎,Chinese,1.0
5215,"आदरणीय @narendramodi जी, ज़िन्दगी भर आपको वोट दूंगा, बस ये बता दीजिए कि चश्मा लगाकर आंख बंद करने से कैसा दिखता ? http",Hindi,1.0
5216,"@user não, por isso msm",Portuguese,1.0
5217,"@user hahahahahahaha é isso, tudo isso ai mesmo rsrs",Portuguese,1.0
5218,1° do ano com o amor da minha vida 😂🍹🔥😎💏 http,Portuguese,5.0
5219,@user @user @user @user 😳...(부럽다.. 이런 궁극의 보송함이라니),Korean,2.0224175453186035
5220,bolsonaro ainda existe é isso mesmo?,Portuguese,1.0
5221,@user Ik had ook bitterkoekjes als lunch!,Dutch,1.0
5222,@user @MBarbosaMX Puro perfil recién creado en abril y con descripción en inglés.,Spanish,1.0
5223,ودي اقول عادي لكّن الـ عادي تتتتشششتتتكي من فرط الاستخدام والله.,Arabic,1.9547083377838135
5224,@BurhanKuzu Âmin âmin!,Portuguese,1.0
5225,#moneyslave je vend mes pieds,French,5.0
5226,Echangisme avec les voisins http,French,1.0
5227,This series is over #PHIvsTOR http,English,1.0
5228,"gente, minha vó começa a fofoca e não termina",Portuguese,1.8887121677398682
5229,الصمت خير إذا كان القول فيه باطل والخير كُله قول الحق، قال ﷺ ( من كان يؤمن بالله واليوم الآخر فليقل خيرا أو ليصمت ) http,Arabic,1.0
5230,@DrKumarVishwas जब मेघनाथ इंद्र को हरा कर इंद्रजीत हो सकता है तो.. शीला दीक्षित को हरा कर केजरीवाल शिलाजीत क्यों नहीं हो सकता 😂😂©,Hindi,1.0
5231,so queria ser boa em alguma coisa,Portuguese,2.26867413520813
5232,"@user (꿈이 방송부랑....!)(멋있다!)꿈이 뭐길래. 아나운서야?(아....,)맞다. 나이가 몇....이....야? 요?",Korean,1.109447717666626
5233,데레뷰잉 동대문양일 갑니드아,Korean,1.0
5234,@user え！！！ あうあう！！,Chinese,1.0
5235,في فتره من الفترات كان معجبكم اسلوب المقدم الوقح هذا وتطقطقون على فيحان بعد http,Arabic,1.0
5236,@user @user the truth STILL has to be told .....,English,1.0
5237,Cosa devo firmare anche solo per una scena tisherto nel day time? Ditemi dove che corro subito. #amici18 #Tisherto,Italian,1.0
5238,मेरा रोम रोम तुम्हारे लिए अब भी वैसे ही सिहरता है... जैसे पहली दफ़ा तुम्हारे पहलु में सिमटकर सिहरा था।,Hindi,5.0
5239,@user Ésta historia es lo mejor que le ha pasado a mí día 🤣 Gracias por compartirla! 😊,Spanish,1.0
5240,성인물을 접하기 쉬운데 폐쇄적이기까지 한 오타쿠 커뮤니티 특성 상 성범죄 비일비재하게 일어나는데 우찌 이렇게 단정할수 있는지,Korean,1.108834147453308
5241,@user فعلاً.,Arabic,1.0
5242,Mijn eerst mok koffie van 2019 smaakt me prima. Mag gezegd worden. http,Dutch,1.0
5243,@maxvoltar @user Jij bent nu daar toch?,Dutch,1.0
5244,@user Democrats should be pushing for Audits in those States,English,1.0
5245,"Muchos besos y abrazos fuertes para todos desde playa el agua, isla de Margarita Venezuela 😘😘😘😘😘😘🤗🤗🤗🤗🤗🤗🙏🙏🙏🌊🌤️🌴🐟🐠🐡🦐🦞🦀🦑🐝🦋🦜🐦🦅",Spanish,1.0
5246,Vai a fare in culo,Italian,4.7599711418151855
5247,@GVerbaan Omdat je eindelijk je focus hebt gevonden!,Dutch,1.0
5248,＞RT ヒュ～～～～～～～～～～～～～～～～～～～～！！！！！！！！！！！！！！！！！！ドンドンドンドン！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！（大興奮）（大はしゃぎ）（お祭り騒ぎ）,Chinese,4.462390899658203
5249,@user حرب,Arabic,1.0
5250,2열 중앙 흐읆,Korean,1.0
5251,Neymar e rico se acha que o cara precisa saber desimbolar ? Qualquer merda que o cara mandar e isso mesmo kkkk Drx,Portuguese,2.5115952491760254
5252,Una fuerte bruma ha hecho que el perfil marítimo de la ciudad se difumine http,Spanish,1.0
5253,あの！！！！！,Chinese,1.0
5254,@user Vorrei fare una maratona di tutti i suoi film 😻😻🙏🏻😭,Italian,1.8323147296905518
5255,@user They must take the lead in everything 🤦🏾‍♀️,English,1.0
5256,La empatía y la compasión.,Spanish,1.0
5257,@user Preguntamelo a mi cb,Spanish,1.0138925313949585
5258,encore une heureeeee http,French,1.0
5259,""" إشتقت لك كثيرًا هذا هو كل شي "".",Arabic,5.0
5260,@user Jss en larmes g cru t'étais ray j'allais grv répondre différemment,French,3.349832773208618
5261,요즘 중혁이 보니까 밀어붙이는 거 잘 할 것 같다 http,Korean,1.0
5262,नीम के 7 पत्ते और अनार की छाल भैस के मूत्र में उबाल कर खाली पेट पीने से- यह वहम निकल जाता है कि 2019 में कांग्रेस आयेगी.... 😂 😂 😜 😜,Hindi,1.0
5263,@user حاضرين لعيون الملكي ان شاء الله💚💚💚,Arabic,1.0
5264,स्त्री सब सह लेती है. और पुरुष उस स्त्री को सह लेता है.🙈 तो ज्यादा महान कौन हुआ.?? 🙄,Hindi,4.164286136627197
5265,Preciso de um celular novo aa,Portuguese,1.0
5266,Esse vídeo ficou muito bom!!! Pia a pexte @juliette http,Portuguese,2.4031851291656494
5267,また例の友達に描いてもらった〜〜〜〜〜〜〜〜〜！！！！！！！！！！！！！！！！！！！！！ http,Chinese,2.0010623931884766
5268,Full list of companies currently doing business in Russia: http,English,1.0
5269,T’as déjà vu ça ou : Femme qui drague garçon dans la rue lol 😆,French,2.284851312637329
5270,완두콩 호로롭 귀여운 헐크,Korean,1.0
5271,@user Volgens mij heb je een hele kip op!,Dutch,1.0
5272,شباب بلييييز الي يعرف طريقة الفاينل يفيدني ضرووري تكفون اقصد صيغة الفاينل structure of the final A230b #A230b #AOU #AOUKW,Arabic,1.0
5273,"@user @user @LaurenJauregui My #TeenChoice for #ChoiceSongFemaleArtist is ""Expectations"" by @LaurenJauregui um",English,1.0
5274,40 rt pour que j'enlève la 🍎 #nude #ass #asshole #gay #gaynude #slut #dick #gayguy http,French,5.0
5275,Meee essa chuvinha de pedra...,Portuguese,1.0
5276,Me siento triste y quiero hablar con alguien pero nadie me habla,Spanish,5.0
5277,@user فقدك هيج آلامنا يا حاج,Arabic,3.5123236179351807
5278,وصول 750 جندي امريكي للسفارة الامريكيه في بغداد #قاسم_سليماني,Arabic,1.0
5279,@user Heel de dag wijn drinken? Lekker hoor! Gefeliciteerd te zijn!,Dutch,1.0
5280,ارتفاع حصيلة قتلى الاشتباكات بين الجيش السوري والفصائل المسلحة إلى 43 شخصاً #سوريا http,Arabic,1.0
5281,Como más guapa va una es en tanga.,Spanish,2.3991715908050537
5282,"@user @user Feliz 2020, que este año sigas dándonos caña y buenos consejos a partes iguales 😘",Spanish,2.68769907951355
5283,primeira impressão: chato onde te conheci: na escola confesso que: vc me irrita muito mas tu é maneirinho kkk 💙 @user,Portuguese,5.0
5284,• भारत मे समृद्ध होगा जल यातायात : के. मंत्री श्री @mansukhmandviya जी http,Hindi,1.0
5285,"""Wat de FOK heb jij aan je voeten?!"" http",Dutch,1.0
5286,@user @user odeio refrigerante é muito ruim e estranho 🤢🤢🤢,Portuguese,1.0
5287,@user 流音)逮捕、能力消去,Chinese,1.0
5288,"अमेठी की बस यही पुकार... नहीं चाहिए, राहुल इस बार। ""स्मृति"" को वोट दो.. वंशवाद को चोट दो। 🙏😊 http",Hindi,1.0
5289,"Chorando mais uma vez, fé",Portuguese,1.0
5290,"Bonjour, tout le monde. Vous allez bien? Nous sommes le 15 avril 2019. Il fait beau, puis le vent est fort aujourd'hui.",French,1.0
5291,"जिन्हें गर्मी की ज्यादा शिकायत हो उन्हें ग्रीष्म ऋतु में पलाश शरबत, गुलकंद का सेवन लाभकारी होता हैं। #SummerHealthTipsByBapuji",Hindi,1.0
5292,@user Leuk vooruitzicht.,Dutch,1.0
5293,@user 难道不是《行凶现场》吗？,Chinese,1.0
5294,#王國祭品文 跟個風 我們家孩子在王國第一名的話 抽麻辣味小卡菲一張 SKZOO徽章旻浩一個 雖然獎品非常微小 但還是集氣💛❤️💛 然後加碼200元711券🤣🤣🤣 希望這麼久時間的王國 能取得勝利💛❤️🍾️✨,Chinese,2.0671889781951904
5295,"@user 어? 아, 아하하! 불손하다니~ 라엘도 참~ 내가 언제 그런 표정을 지었다구~",Korean,2.5747787952423096
5296,"오늘의 지수, 1004님 조슈아 정한 전시회 peas in a pod 5월 26일 일요일 선입금 원가양도합니다! 디엠주세요:)",Korean,1.0
5297,@user 何が～,Chinese,1.0
5298,@user 郭文贵的愚蠢和嚣张不但不能摆脱困境，反而加速了其灭亡的速度，相信不久的将来，这个红极一时的红通逃犯，也将消失于公众的视野,Chinese,1.0
5299,@user ねぇ私も〜；； 倍率高すぎ😿,Chinese,1.1478455066680908
5300,Hier on m’a dit « Singapour c’est en Thaïlande » 😂😂😂,French,1.0
5301,@user 5！,Chinese,1.0
5302,@user ㅠㅜ 잘갔다 와라 홧팅!,Korean,1.0
5303,Pranzo in alta quota #treno EC87 uno spettacolo di paesaggio... Danke @DB_Bahn http,Italian,1.0
5304,الحمدلله على الاعتياد، على التخطي، على التجاوز والتّناسي، عَلى كل فترة استصعبنا مرورها ومرت,Arabic,1.0
5305,"Se abbandoniamo la legge dell’amore, si afferma la legge del più forte sul più debole.",Italian,1.0
5306,大家同心作戰 讓禿頭 絕望,Chinese,3.0681135654449463
5307,@user @user 请加上我的微信ID，这样我们就可以更好地与好朋友聊天，很高兴收到您的回复 （falcomazzocchi）,Chinese,4.082057476043701
5308,"Rai, nuova fumata nera sulle nomine ai vertici dei tg Rai [aggiornamento delle 14:04] http",Italian,1.0
5309,Maîtrise de soi : niveau 100 débloqué 💀,French,1.0
5310,@user 21.30なので勝ちました！！！！！！！！！！！！！！！！！！,Chinese,1.0
5311,@user Totalmente de acuerdo,Spanish,1.0
5312,युवाओ में डर का माहौल है। #MainBhiBerozgar,Hindi,1.0
5313,@user Et Si Kabila disait cela en son temps ?,French,1.0
5314,@user 에엥 진짜 아니다 그거는......,Korean,1.0
5315,desde hace días que estoy viendo puros vídeos de twice oficialmente me robaron el corazón,Spanish,2.83586049079895
5316,(ووهبنا له أهله ومثلهم معهم رحمة منا وذكرى لأولي الألباب) [ص:43] http,Arabic,1.0
5317,"[KTV LIVE] ""한미, 대북 긴밀조율 재확인"" 한미 외교장관 회담 주요 내용은? #한미 #외교장관 #한반도 http",Korean,1.0
5318,Taehyung’s singluarity was also a bop,English,1.0
5319,울 산이 이뻤는데,Korean,1.0
5320,@user لايك إذا أهلك كانوا يسوولك إياها من وانته صغير,Arabic,1.8646876811981201
5321,@user خل نظرك فوق وبعيد .. مو عند نعال وماشابهها..!؟,Arabic,1.0
5322,"कन्हैया,हार्दिक पटेल पर देशद्रोह का धारा! गिरफ्तार DSP देवेंद्र पर देशद्रोह की धारा से इनकार, समझ गए ना गेम🙊🙈🙉 शाहनवाज हसीब✍🏻",Hindi,1.0
5323,@user ㅋㅋㅋㅋㅋㅋㅋ판커지고 하루하루 일이 터지며 이제 젤리가 누군지 모르는 사람이 많아 졌다고 해서 새벽갬성으로 생각나서 잠깐와봣어 ㅋㅋㅋㅋㅋ 이렇게 환대받을줄은.....ㅋㅋㅋㅋ,Korean,1.0
5324,"mto bom esse filme ""minha vida em marte"" kkkkk to morrendo",Portuguese,1.0
5325,@user @user os cara estava tão desesperados que nem se ligou que bióloga se escreve com Y,Portuguese,1.0
5326,@user オイオイオイオイオイオイオイオイオイオイオイオイオイオイオイオイオイ‼️‼️‼️🤣🤣🤣🤣👊👊👊👊👊👊,Chinese,1.0
5327,Affrontez Aguabrial dans la prochaine mise à jour #WAKFU #1.67 http,French,1.0
5328,"@user @user Doe ik, ik hou jullie op de hoogte 😘",Dutch,1.610196590423584
5329,Só essa recisão mais tarde!!!!,Portuguese,1.0
5330,I believe in miracles,English,1.0
5331,@user صباح الخيرات,Arabic,1.0
5332,@user ايه يا ايناس انت طرف في المعركه,Arabic,1.0
5333,Krijgen we een WIDM-finale met vier kandidaten? http,Dutch,1.0
5334,"Deze week afgeleverd, de Stiga ZT7132T. Veel maaiplezier!",Dutch,1.0
5335,"Vastgoedjob ""Projectmanager Bouw en Vastgoed - of Eindhoven"" in Rotterdam bij Brink Groep #vastgoed http",Dutch,1.0
5336,"@user @user Buono a sapersi, il coronavirus si annida tra i coglioni",Italian,1.0
5337,Niggas be crazy 😭😩 http,English,1.0
5338,@user जहां खाना पीना फ्री हो!!,Hindi,1.0
5339,@user Ton record de 5 mois espèce de menteur,French,2.80830454826355
5340,@user 偶像,Chinese,1.0
5341,@user التشجير رئة كل مدينة,Arabic,1.0
5342,Vous le sortez d'où votre argent pour vos voyages de dingue la mdrrr ?,French,1.048696756362915
5343,Juegos entre heteros 2 http,Spanish,1.0
5344,@user no iré a nogales entonces,Spanish,1.0
5345,@TPMP @Cyrilhanouna Déjà 😭😭 à demain 😘😘,French,1.0
5346,"Sólo estoy durmiendo 4horas😫, quiero y necesito dormir bien",Spanish,2.609635591506958
5347,क्या राहुल गाँधी @RahulGandhi ने @Ra_THORe जी के प्रश्ना का जबाब दिया अभि ताक ?? कभी नहीं दे पायेगी 😉😁 http,Hindi,1.0
5348,"@user Yo digo que no,yo siempre llevo cargo los míos no a todos nos gustan y o acomodan las mismas marcas de preservativos",Spanish,1.0
5349,@wierdduk @telegraaf Hoe kom je er op? Het opstoken van bomen.,Dutch,1.0
5350,Películas que se otean en el horizonte. Tic tac. http,Spanish,1.0
5351,[書] 仏語【ナイシ】独語を学ぶ。 → 乃至,Chinese,1.0
5352,"ट्विटर पर ट्रेंड हुआ #मिथक_तोड़ते_योगी', फिर तोड़ा नोएडा से जुड़ा 'अपशकुन' http",Hindi,1.0
5353,u guys really woke up and praised hitler on the tl two weeks ago,English,1.6540584564208984
5354,@user wish i had skin like yours 😩,English,4.4198222160339355
5355,@user オレだよ！！！！！！！！！！！！！(激寒),Chinese,4.035953044891357
5356,@user Jajaja. Está bueno lo del pepino.,Spanish,1.0
5357,@user @PYLord sera heureux de vous lire! ✨,French,1.0
5358,@user Avec plaisir ahahaha tu me diras à qui je verse les droits d’auteurs si je me le fais 😂😂,French,1.3932209014892578
5359,#BBMAsTopSocial GOT7 @GOT7Official 要自己在线念叨了,Chinese,1.0
5360,"कश्मीर में बर्फबारी बनी जानलेवा, सोनमर्ग में 5 की मौत, कुपवाड़ा में 3 सैनिक शहीद http",Hindi,1.0
5361,"@user Right? Lol, do you think it’s still worth investing now?",English,1.0
5362,지금 롯데월드 퍼레이드 찍어놓은거 보는데 너무 가고싶다ㅠ 놀이공원만의 설렘이 있지..ㅜㅠㅜㅜㅜㅜㅜㅜㅡ 진짜 너무가고싶ㄷ아,Korean,1.0
5363,@user AJAJAJA ya sabes cómo soy,Spanish,2.8254971504211426
5364,발레팬들은 밥먹고 티팅만 하나요 이 티팅들 어떻게 다 챙기고 사는 거야 흙흙,Korean,1.0
5365,@user @user Rollikk t'as toujours raison c'est fou,French,1.0
5366,Que rico unos ronsitos 15 años,Spanish,1.0
5367,@user @user Io la so cucinare. 😉,Italian,1.9177160263061523
5368,@user @RahulGandhi पप्पू मिडिया तु है ही लगे रहो चाटने मे,Hindi,1.0
5369,اصبري عليا شويه يا ليبيا بس غير انولي فلوس يلي يقعدلك فيها http,Arabic,1.0
5370,천기총은 음해성 언론플레이가 아닌 정정 당당하게 공개토론 할 것을 강력하게 제의한다 http #신천지천안교회 #천기총 #성경공개토론회결렬 #진짜이유,Korean,1.0
5371,"@user @user Per favore perdonami, il mio fiore.",Italian,3.0127480030059814
5372,"Società interporti, uno stagista responsabile anticorruzione. Sunseri (M5S): “Siamo alla follia” http",Italian,1.0
5373,@user Messi a déjà son 6eme ballon d’or,French,1.0
5374,Down the road maakt mij echt gelukkig,Dutch,1.0250340700149536
5375,@user Tá igual uma mocinha 🤩😍😅🤣❤,Portuguese,4.367063999176025
5376,@user お疲れ様です！！！！！！！！！！！,Chinese,2.4087955951690674
5377,@user A1: I try to give to homeless when I can!!! As well as pick us trash outside whenever I see it!!! #BetterwithTOP #ad,English,1.0
5378,@user Chitatoo,Italian,1.0
5379,@user mais ou menos e vc amor ?,Portuguese,4.498497486114502
5380,@ANI कुत्ता सेना,Hindi,1.0
5381,"ताहिर हुसैन तुम चारों तरफ़ से घिर चुके हो, चुपचाप अपने आपको भाजपा में शामिल कर दो.... ( फिर तुम्हें कोई कुछ नहीं कहेगा)👍",Hindi,1.0
5382,@user ouiii et toi?,French,1.0
5383,عاحل: الثوار يتوافدون بالمئات امام مباني القيادة العامة للحيش #تسقط_بس #موكب6ابريل http,Arabic,1.0
5384,"@user Ooooooh, it’s already looking nice.",English,1.0
5385,@user umee,Dutch,1.0
5386,@user @user Wow jij doet echt je best 🤣,Dutch,3.5735042095184326
5387,@user ぜひ！！！！,Chinese,1.0
5388,@user @user @user @user @user no te lo crees ni tú,Spanish,1.0
5389,@user 아앗!죄송해요ㅠㅜ자리가 꽉 찼어요ㅠㅜ괜찮으시다면 다음 이벤트에 트친분들 자캐들을 악마로 그리는이벤트를 할건데요!아이에린님만 괜찮으시다면 아에린님의 캐릭터를 다음 이벤트에다가 그려도될까요?,Korean,1.0
5390,"윤기가 말한 엠넷 아니쥬 컴백무대 내 입덕무대임ㅠ 그때 이후로 유튭이랑 멜론에서 노래,영상 겁나 찾아보면서 폴인럽해버림ㅠ",Korean,1.0
5391,"कश्मीर से कन्याकुमारी, मोदी जी सब पर भारी... #ModiOnceMore #PhirEkBaarModiSarkar http",Hindi,1.0
5392,Atlantic deve ter ficado pika,Portuguese,1.0
5393,一起在結合卡片與王都建設的遊戲「神女控」中，打倒魔女「女王史萊姆」吧！ http #神女控,Chinese,1.0
5394,ojalá me re cague muriendo abajo de un camión,Spanish,4.865913391113281
5395,"@ppbajpai सही बात है,,अगर देश को जिताना है तो वोट फ़ॉर नमो",Hindi,1.0
5396,ترشيحاتكم لأفضل قناة أو مجموعة في تليقرام؟,Arabic,1.0
5397,"Vraiment la danse, la gym ou le patinage ça me fascine j’aime trop mais j’ai la grâce d’un hippopotame sans deconner :(",French,1.602617621421814
5398,@user @user आभार 🙏,Hindi,1.0
5399,gente sinceramente o q ta acontecendo com esse país,Portuguese,1.0
5400,이쁜것만보고아름다운곳 #금동현_데뷔만_바라봐_잡았다 노래잘부르고싶다나도,Korean,1.0
5401,Corona virus is just spreading like a bastard. God help us all.,English,1.0
5402,"मेरा नंबर चेंज हो गया, . . . . . . . . अंडरवियर का, अगर तुम लोगों को पुराना वाला चाहिए तो ले जाना मेरे पास फालतू ही पड़ा है..!! 😆😆😂😂",Hindi,1.0
5403,@user @matteosalvinimi Dai brutto frocio dimmi dove cazzo ti trovi.. Brutto pezzo di merda,Italian,4.10042667388916
5404,"Eu vou terminar os slides????¿¿¿¿¿¿¿ talvez não, mas vou assistir minha série depois eu penso",Portuguese,1.5790995359420776
5405,@user You obviously don’t understand a lot about football,English,1.0
5406,@user Nãooo!!! Hahaha,Portuguese,1.0
5407,@user Altijd!,Dutch,1.0
5408,(فكان عاقبتهما أنهما في النار خالدين فيها وذلك جزاء الظالمين) [الحشر:17] http,Arabic,1.0
5409,@user che bello....🤣,Italian,1.0
5410,@user non moi je regarde le jour de leur sortie souvent pour direct être à jour et donc éviter le spoil :3,French,1.0
5411,calladita me veo más bonita me lo voy a tatuar...,Spanish,4.913050174713135
5412,@user @user Mooi! Hebben we al een logo voor de nok?,Dutch,1.0
5413,@user Anche io cerco amica se interessa più dettagli in pvt,Italian,2.687809467315674
5414,@user えー！！！れれれ,Chinese,1.0
5415,口内炎が痛い,Chinese,2.7048141956329346
5416,"Fumano sul #bus, l'#autista richiama i due giovani e loro lo picchiano: naso rotto e prognosi di 25 giorni http",Italian,1.0
5417,有人想舔我的jiojio吗？ http,Chinese,5.0
5418,nego gosta de se aproveitar do meu pai principalmente família,Portuguese,3.4996633529663086
5419,complimenti ai ratti per la vittoria,Italian,1.0
5420,술을 마시면 내 인생이 그럴듯 해 보여,Korean,1.8450431823730469
5421,@user Milieu en klimaat door elkaar halen dat laat toe je zelf wijs te maken dat de mens ook het klimaat naar zijn hand kan zetten.,Dutch,1.0
5422,"ज़िंदा व्यक्ति को गिराने में और मरे हुए व्यक्ति को उठाने में, गज़ब की #एकता दिखाते हैं लोग.. #ख्याल #mondaythoughts शुभ संध्या 🙏☕",Hindi,1.0
5423,"@user Elke dag, voor iedere leerling, een jaar lang schoolfruit? Ga dan naar: http",Dutch,1.0
5424,谁说攻不会当主，在一个偶然的机会，遇到一个空少。身高183，大长腿。当天就直接说想试试，约在集大这边。一进来就游刃有余，跟老司机一样。真的不能小看新手S。都是潜力股。视频待续～ http,Chinese,4.690548419952393
5425,@ColorsTV @sidharth_shukla @Vivo_India @BeingSalmanKhan No you become more strong,English,1.0
5426,Click and join our channel now ! http,English,1.0
5427,"Figli sottratti per un disegno, i genitori: «Un incubo, non vediamo l'ora di riabbracciarli» http @user",Italian,1.0
5428,mi circulo social esta lleno de señoras de 30 en adelante y literal me invitan a hacer cosas de señoras,Spanish,5.0
5429,"@user todo bien, todo correcto jsjdjd, vos?",Spanish,1.0
5430,@user Who's these two dudes?,English,1.0
5431,@user @BJP4Delhi @narendramodi यदि बना दिया तो इससे अधिक दुर्भाग्य क्या होगा दिल्ली का ?,Hindi,1.0
5432,having a really hard time being optimistic this week 😩,English,2.9913878440856934
5433,뮤트 단어가 왜 자꾸 보이냐 개짜증나게 트위터 일 안 하냐 시발,Korean,1.0
5434,"tweakers: Nvidia brengt vanaf 29 januari RTX 2060, 2070 en 2080-gpu's naar laptops http",Dutch,1.0
5435,"트위터 보면 못생긴 여자들은 꽤 쎈 버프를 받는 듯 하다. 오늘은 또 산드라 오네 라니요 산드라는 크리스티나 얭으로 받았어야 할, 십 년 넘게 못 받은 그 상을 이제야 받은 건데... 말 너무 밉게 한다.",Korean,1.0
